            SourceId      RAdeg     DEdeg  o_Gmag  o_GBPmag  o_GRPmag          Per    Gmag  GBPmag  GRPmag      R21      R31    Phi21    Phi31    Plx  e_Plx  E(BP/RP)   epsi  Signiepsi    RUWE       Class   New     Notes
 6379351625245757568  359.99997 -75.19496      26        23        20     1.037770  17.682  17.985  17.363    0.374    0.116    4.071    1.831 -0.159  0.141     1.219  0.000      0.000   1.028      DCEP_F  -999      -999
 4246675031618783104  306.20084   6.03437      33        29        31     1.039430  15.852  16.163  15.470    0.359    0.263    3.991    1.738 -0.161  0.071     1.231  0.000      0.000   0.997      ACEP_F  -999      -999
 5978491160724704000  255.59581 -33.31773      29        26        25     1.039760  16.266  16.679  15.470    0.160 -999.000    4.498 -999.000  0.020  0.075     1.396  0.000      0.000   0.983     ACEP_1O     N      -999
 4703273275437711232    2.13345 -69.29635      33        31        28     1.039800  17.401  17.536  17.129 -999.000 -999.000 -999.000 -999.000 -0.122  0.078     1.199  0.154      0.541   1.031     ACEP_1O  -999      -999
 5860021737714232576  190.95445 -65.86875      37        34        34     1.039850  15.639  16.138  14.775    0.217 -999.000    4.249 -999.000  0.153  0.049     1.432  0.325     11.133   1.576     DCEP_1O     N       e,f
 2077108036182676224  295.57837  42.09575      27        26        26     1.044720  14.896  15.259  14.324    0.281 -999.000    4.070 -999.000  0.412  0.024     1.243  0.000      0.000   1.052       OTHER  -999      -999
 6899899256340129664  308.19834 -13.05143      22        17        16     1.046570  15.766  16.123  15.404    0.406    0.290    3.711    1.269  0.117  0.080     1.228  0.000      0.000   1.025      ACEP_F  -999         g
 4051686608879712640  277.11621 -27.43690      17        16        16     0.467520  15.764  16.085  15.262 -999.000 -999.000 -999.000 -999.000  0.401  0.103     1.274  0.450     10.490   1.599        RRAB  -999         a
 6762216142577779200  287.03177 -29.18970      15        12        12     0.556310  16.232  16.486  15.806    0.329 -999.000    3.689 -999.000 -0.144  0.115     1.127  0.128      0.651   1.055        RRAB  -999         a
 4690203483799384832   12.47494 -70.52511      30        26        27     1.054130  16.865  17.063  16.512    0.270    0.142    4.063    1.996 -0.031  0.062     1.205  0.000      0.000   0.987     DCEP_1O  -999      -999
 3512489435092796416  197.27323 -15.50242      17        16        16     1.054740  11.363  12.286  10.456 -999.000 -999.000 -999.000 -999.000  0.164  0.038     1.437  0.000      0.000   0.977       OTHER  -999      -999
 4594904554708230784  262.89822  26.70087      37        33        34     1.055220  15.416  15.671  15.017    0.409    0.328    3.960    1.648  0.055  0.027     1.235  0.000      0.000   1.033      ACEP_F  -999      -999
 3657943793971994112  209.92382  -2.04046      16        13        13     1.055430  15.916  17.056  14.894    0.298 -999.000    5.368 -999.000 -0.088  0.069     1.369  0.173      1.817   1.012       OTHER  -999      -999
 5879216457587855872  220.33866 -58.95261      29        23        22     1.056200  17.350  19.404  15.967    0.363 -999.000    4.923 -999.000 -0.009  0.128     1.677  0.626      7.272   1.082     DCEP_1O     N       c,i
 4705205254805823232   14.00111 -66.92938      28        26        26     1.059240  17.903  17.988  17.612    0.453 -999.000    4.037 -999.000  0.097  0.116     1.292  0.293      0.889   1.046      ACEP_F  -999      -999
 4650448854192694144   84.54695 -73.04031      20        17        16     1.059370  17.058  17.373  16.555    0.267 -999.000    3.255 -999.000  0.014  0.075     1.226  0.000      0.000   0.992     DCEP_1O  -999      -999
 4518466845645809792  282.86151  19.43612      44        39        40     1.060170  18.342  18.726  17.751    0.514    0.337    4.318    2.398  0.033  0.273     1.281  0.000      0.000   1.010      ACEP_F     N      -999
 1360405396085147008  259.28170  43.12260      29        24        25     1.061370  14.063  14.136  13.511    0.409    0.254    4.178    2.279  0.052  0.020     1.379  0.124      3.435   1.256      ACEP_F  -999       f,g
 4711142067840447360   21.61608 -64.87535      33        29        26     1.064470  17.857  18.054  17.405    0.561    0.247    3.799    1.058 -0.017  0.103     1.282  0.000      0.000   0.991      DCEP_F  -999      -999
 5264781017499895936   90.70098 -74.81688      25        25        24     1.064560  17.000  17.311  16.473    0.232    0.072    4.191    1.666  0.085  0.076     1.225  0.000      0.000   0.960     DCEP_1O  -999      -999
 5262612604471337344  112.55193 -74.18419      26        24        21     1.068460  16.962  17.272  16.466    0.359    0.109    4.867    3.106  0.185  0.065     1.251  0.111      0.357   1.026     DCEP_1O  -999       c,g
 4705079227581740800   20.06143 -65.71065      29        27        27     1.070170  15.375  15.645  15.064    0.427    0.291    4.003    1.769 -0.038  0.029     1.202  0.064      0.461   1.075      ACEP_F  -999      -999
 5210112955767640064  125.16363 -77.96649      22        18        18     1.070490  16.251  16.443  15.871    0.231    0.253    4.645    1.131  0.001  0.045     1.245  0.232      3.163   1.155      ACEP_F  -999       f,g
 6706271066812800128  271.04957 -49.29617      16        14        14     1.075540  16.705  16.962  16.290    0.385 -999.000    3.827 -999.000 -0.010  0.090     1.297  0.140      0.535   1.070         ---  -999    NC:c,d
 4636454029673286400   17.74748 -75.46487      21        20        19     1.075790  16.928  17.124  16.557    0.247    0.107    4.229    2.043 -0.084  0.073     1.228  0.103      0.298   1.004     DCEP_1O  -999      -999
 6790999879512924800  320.71679 -26.13463      26        23        23     1.076320  16.196  16.422  15.933    0.379    0.215    4.208    2.025 -0.037  0.081     1.201  0.000      0.000   0.988      ACEP_F  -999      -999
 2021948080482489600  294.55260  26.17951      34        28        30     1.076570  17.520  18.563  16.410    0.430    0.168    3.274    1.095 -0.260  0.108     1.462  0.000      0.000   0.987         ---  -999    NC:c,d
 6198435748631448832  222.46200 -38.88568      16        14        14     1.076840  14.804  15.014  14.410    0.359 -999.000    4.021 -999.000 -0.083  0.057     1.267  0.124      1.827   1.207      ACEP_F  -999      -999
 4127045142869149952  253.22630 -21.33712      34        33        31     1.076950  15.371  15.733  14.785    0.327    0.127    4.642    2.635  0.089  0.057     1.261  0.000      0.000   0.962       BLHER     N      -999
 5513266968886279168  122.09101 -51.55728      27        21        20     1.076980  18.590  19.045  17.800    0.203 -999.000    4.551 -999.000  0.056  0.166     1.345  0.451      0.986   1.132       OTHER  -999      -999
 6380150523521598080  356.86780 -72.30288      26        22        23     1.080520  17.883  18.203  17.567    0.472    0.376    3.950    1.651  0.054  0.129     1.277  0.000      0.000   0.973      ACEP_F  -999      -999
 5829124803774708224  241.58886 -63.41735      32        25        26     1.081590  16.995  17.340  16.546    0.554    0.456    4.205    1.838 -0.143  0.090     1.247  0.000      0.000   1.054      ACEP_F     N      -999
 6380163752021847808  357.40650 -72.20606      29        22        25     1.082170  17.728  17.991  17.381    0.312    0.139    4.017    1.757  0.024  0.138     1.265  0.367      1.695   1.087      ACEP_F     N       c,g
 6008278614231966976  236.40949 -39.51723      35        34        36     1.082960  15.614  15.969  15.074    0.487    0.301    4.580    2.804  0.045  0.049     1.236  0.000      0.000   1.016      ACEP_F  -999      -999
  457599392117044224   37.51571  56.69572      26        22        25     1.083620  14.255  14.772  13.581    0.305    0.106    4.302    2.217  0.085  0.028     1.256  0.000      0.000   0.944     DCEP_1O  -999      -999
 4354638758410134272  250.88923  -3.65077      38        33        32     1.083640  15.557  15.914  14.998    0.481    0.281    4.243    2.418  0.072  0.039     1.258  0.000      0.000   0.997      ACEP_F  -999      -999
 6209743435448380288  231.17446 -29.75300      21        19        16     1.084920  15.828  16.284  15.285    0.558    0.329    4.126    2.205  0.095  0.060     1.238  0.000      0.000   0.975      ACEP_F  -999      -999
 5845572265108049408  201.99387 -67.41710      40        35        32     1.086560  14.621  15.090  13.979    0.200 -999.000    4.685 -999.000  0.140  0.022     1.256  0.000      0.000   0.928  DCEP_MULTI     N      -999
 4649292305396315904   75.79134 -74.77767      27        24        25     1.087250  16.906  17.169  16.471    0.235    0.069    4.173    1.884 -0.051  0.060     1.235  0.166      0.846   1.064     DCEP_1O  -999      -999
 6666081030586994304  304.23550 -51.25320      30        24        25     1.090610  13.636  14.012  13.418    0.281    0.381    4.506    2.853  0.062  0.027     1.262  0.090      2.240   1.392      ACEP_F  -999       f,g
 4757456147604475392   81.34978 -62.60265      21        16        16     1.090980  16.361  16.574  16.010    0.284    0.062    3.936    1.981  0.062  0.058     1.228  0.000      0.000   0.998     DCEP_1O  -999      -999
 1816085861226864768  305.32904  18.43783      26        22        22     1.091920  12.117  12.415  11.674    0.151 -999.000    4.190 -999.000  0.343  0.039     1.207  0.000      0.000   0.998       BLHER  -999      -999
 3957605350136675712  192.88511  24.12265      49        44        44     1.095720  15.429  15.576  15.146    0.508    0.356    4.139    2.030  0.021  0.063     1.213  0.050      0.363   1.049      ACEP_F  -999      -999
 1864510384846442752  314.88035  30.30963      68        66        62     1.096320  15.181  15.388  14.756    0.483 -999.000    4.090 -999.000  0.159  0.036     1.238  0.000      0.000   1.031       OTHER  -999      -999
 5984686633766186752  239.21288 -47.24860      32        26        30     1.100060  17.533  18.718  16.430    0.314 -999.000    4.602 -999.000 -0.089  0.121     1.446  0.123      0.259   0.947     DCEP_1O     N       c,g
 5978153915467156992  257.17120 -34.22662      39        40        41     1.100370  16.062  16.906  15.104    0.218 -999.000    3.314 -999.000  0.033  0.062     1.365  0.000      0.000   0.980     DCEP_1O     N      -999
 6271381988580370304  216.71134 -26.27883      16        15        14     1.100500  14.261  14.522  13.818    0.384 -999.000    5.058 -999.000  0.104  0.028     1.230  0.000      0.000   1.061       BLHER  -999      -999
 4101364914950077568  286.21368 -14.05584      16        12        12     1.100620  16.441  16.909  15.894    0.371 -999.000    3.480 -999.000  0.141  0.067     1.252  0.000      0.000   0.974       OTHER  -999      -999
 2409340558427973248  351.82896 -12.64747      18        15        12     1.107690  13.773  13.951  13.447    0.058    0.068    3.378    5.631  0.040  0.040     1.184  0.082      1.119   1.194       BLHER  -999      -999
 5280952256562534784  106.38399 -67.14481      52        44        45     1.112290  16.668  17.237  15.962    0.278 -999.000    4.474 -999.000  0.352  0.061     1.252  0.146      0.776   1.067     DCEP_1O  -999      -999
 4352629469629411840  247.70599  -5.50547      43        36        36     1.115920  11.835  12.273  11.285    0.494    0.325    4.093    1.909  0.359  0.045     1.338  0.000      0.000   1.276      ACEP_F  -999      -999
 4639539705975935360   50.85364 -74.96868      27        24        25     1.116400  17.832  18.120  17.498    0.408    0.272    4.094    1.851  0.090  0.114     1.259  0.000      0.000   0.949      DCEP_F  -999      -999
 4909045712639882496   19.20811 -59.23468      29        27        28     1.116590  14.222  14.430  13.848    0.403    0.254    4.111    2.070  0.054  0.018     1.211  0.056      0.716   1.162      ACEP_F  -999      -999
 1865829347816710400  313.95970  32.59294      39        38        30     1.119280  18.173  18.589  17.491    0.268 -999.000    4.097 -999.000  0.213  0.154     1.283  0.000      0.003   1.028       OTHER  -999      -999
 5351436724362450304  157.99176 -58.24496      30        28        28     1.119360  11.085  11.622  10.413    0.256 -999.000    4.006 -999.000  0.389  0.030     1.246  0.000      0.000   1.038     DCEP_1O  -999      -999
 2002398042143268736  340.86752  53.92935      34        30        29     1.120640  11.344  11.620  10.919    0.181 -999.000    6.077 -999.000  2.650  0.067     1.202  0.250     24.951   1.941       OTHER  -999       f,g
 5436488690393069824  144.70071 -36.46887      45        43        41     1.120860  16.159  16.433  15.708    0.261    0.100    4.433    2.717 -0.054  0.050     1.218  0.000      0.000   0.934       BLHER     N       c,g
 4698416118397803776   25.20499 -67.49499      35        28        28     1.122580  14.198  14.299  13.854    0.548    0.693    4.371    1.880 -0.023  0.022     1.290  0.167      6.837   1.273      ACEP_F  -999       f,g
 6722133961584285696  277.23955 -42.69743      17        14        16     1.124870  14.885  15.170  14.421    0.256 -999.000    5.189 -999.000  0.044  0.053     1.215  0.000      0.000   1.023       OTHER  -999      -999
 4707189186100201088    6.94018 -66.41274      34        29        31     1.125780  17.644  17.798  17.350    0.127 -999.000    3.605 -999.000 -0.017  0.093     1.205  0.000      0.000   0.934     ACEP_1O  -999      -999
